,Dataset,Number_Of_Candidates,Number_of_voters,Max_Ballot_length,Preferred_winner,Upper_Bound,heuristicV1_margin,Our_margin,Blom_margin,heuristicV1_runtime,Our_runtime,Blom_runtime,Margin_Blom=Ours,Upper_bound_correct,HeuristicV1_equl_margin,Our_number_LPS,Blom_number_LPS,Our_number_node_explored,Blom_number_node_explored,Our_blom_lb_calls,Blom_Leaf_node_explored,Our_Time_distanceTo,Blom_Time_distanceTo,Our_Time_lbcall,Blom_Time_lbcall
708,adressa=6_ballot=4,6,1515,4,braila,576,576,561,561,0.0037637,0.3991241,0.6411623,1,1,0,0,115,116,116,0.0601852,16,0.3342972,0.5771359,0.0007829,0.0430415
712,adressa=6_ballot=4,6,1515,4,central finland,511,511,511,511,0.0019024,0.3018042,0.5638841,1,1,1,0,101,102,102,0.0478244,13,0.2496544,0.5029879,0.0007873,0.0422959
714,adressa=6_ballot=4,6,1515,4,nidwalden,511,511,511,511,0.0027057,0.2915019,0.4904169,1,1,1,0,101,102,102,0.0453217,13,0.2407283,0.4363877,0.0015008,0.0371062
717,adressa=6_ballot=4,6,1515,4,stockton-on-tees,812,812,723,723,0.0022026,0.2214074,0.4523836,1,1,0,0,96,97,97,0.0316924,13,0.1863154,0.4037583,0.0007176,0.032177
718,adressa=6_ballot=4,6,1515,4,solothurn,511,511,511,511,0.0016887,0.3077286,0.4614536,1,1,1,0,101,102,102,0.0468329,13,0.2556219,0.4162009,0.0016128,0.0299924
720,adressa=6_ballot=4,6,1515,4,sankt-peterburg,576,576,561,561,0.0035457,0.3655443,0.580789,1,1,0,0,115,116,116,0.0507965,16,0.3106934,0.5154988,0.0007564,0.0439203
722,adressa=6_ballot=4,6,1515,4,moray,511,511,511,511,0.0034211,0.3127994,0.5545148,1,1,1,0,101,102,102,0.0462198,13,0.26277,0.4893517,0.0007386,0.0428191
723,adressa=6_ballot=4,6,1515,4,guangdong,511,511,511,511,0.0016902,0.2560985,0.4962936,1,1,1,0,101,102,102,0.0410884,13,0.210537,0.4443527,0.0009541,0.0351213
728,adressa=6_ballot=4,6,1515,4,syddanmark,812,812,561,561,0.0039264,0.4725405,0.8623254,1,1,0,0,179,180,180,0.0748538,22,0.3906815,0.7702084,0.0016147,0.0636011
729,adressa=6_ballot=4,6,1515,4,bacs-kiskun,212,212,212,212,0.0017744,0.2337202,0.3975922,1,1,1,0,88,89,89,0.0365379,9,0.1940769,0.3518172,0.0007008,0.0319713
730,adressa=6_ballot=4,6,1515,4,espirito santo,576,576,561,561,0.0018449,0.3855874,0.6340749,1,1,0,0,115,116,116,0.0524801,16,0.3281639,0.5659323,0.0007618,0.0464932
731,adressa=6_ballot=4,6,1515,4,valle del cauca,212,212,212,212,0.0020298,0.2800262,0.4171702,1,1,1,0,88,89,89,0.0465083,9,0.2291323,0.3666212,0.0008531,0.0357351
732,adressa=6_ballot=4,6,1515,4,puerto rico,576,576,212,212,0.0041779,0.5569916,0.6961569,1,1,0,0,159,160,160,0.0942387,17,0.4487768,0.6160924,0.0038653,0.0578177
733,adressa=6_ballot=4,6,1515,4,huelva,511,511,511,511,0.001924,0.2820183,0.478698,1,1,1,0,101,102,102,0.0434619,13,0.2349057,0.4278342,0.000798,0.0351026
734,adressa=6_ballot=4,6,1515,4,venezia,212,212,212,212,0.0021276,0.2682593,0.3773634,1,1,1,0,88,89,89,0.047169,9,0.2173283,0.3318746,0.0007642,0.033234
737,adressa=6_ballot=4,6,1515,4,hammersmith and fulham,511,511,511,511,0.0018299,0.3310747,0.5499581,1,1,1,0,101,102,102,0.0493756,13,0.275561,0.4853878,0.0015601,0.0467814
738,adressa=6_ballot=4,6,1515,4,regiao autonoma da madeira,576,576,561,561,0.0017267,0.3395861,0.6931217,1,1,0,0,115,116,116,0.0515654,16,0.2838351,0.5998646,0.0010319,0.0676048
739,adressa=6_ballot=4,6,1515,4,quebec,511,511,511,511,0.0026059,0.2923435,0.5529701,1,1,1,0,101,102,102,0.0425274,13,0.2448696,0.4949531,0.0019092,0.0388745
741,adressa=6_ballot=4,6,1515,4,jonkopings lan,812,812,324,324,0.0081881,0.7263129,1.3748292,1,1,0,0,269,270,270,0.118677,28,0.5954659,1.193022,0.0030262,0.1330412
742,adressa=6_ballot=4,6,1515,4,chaiyaphum,511,511,511,511,0.0021906,0.3977596,0.5621659,1,1,1,0,101,102,102,0.0556242,13,0.3369599,0.5002076,0.0007351,0.0398589
743,adressa=6_ballot=4,6,1515,4,pontevedra,576,576,561,561,0.0125864,0.4236099,0.6556817,1,1,0,0,115,116,116,0.0745131,16,0.3373625,0.5866584,0.0027672,0.0468268
744,adressa=6_ballot=4,6,1515,4,veszprem city,212,212,212,212,0.0017329,0.2786673,0.417374,1,1,1,0,88,89,89,0.0464382,9,0.2284586,0.3642638,0.0007462,0.0374178
747,adressa=6_ballot=4,6,1515,4,rhode island,212,212,212,212,0.0018355,0.2493139,0.4887903,1,1,1,0,88,89,89,0.0400301,9,0.2055988,0.4315068,0.0007695,0.0379224
748,adressa=6_ballot=4,6,1515,4,bromley,576,576,561,561,0.0019444,0.4357268,0.8213898,1,1,0,0,115,116,116,0.0637387,16,0.3664311,0.7332452,0.0011806,0.0589227
749,adressa=6_ballot=4,6,1515,4,dodekanisos,511,511,212,212,0.0127371,0.9748231,1.3904332,1,1,0,0,187,188,188,0.1654072,19,0.7877756,1.1879072,0.0051299,0.153495
751,adressa=6_ballot=4,6,1515,4,region metro de santiago,576,576,561,561,0.0044798,0.5094837,0.6438664,1,1,0,0,115,116,116,0.0802341,16,0.4238606,0.5740064,0.0008989,0.0474791
752,adressa=6_ballot=4,6,1515,4,western cape,812,812,324,324,0.0053479,0.485619,0.7681265,1,1,0,0,139,140,140,0.0769415,18,0.3997965,0.684941,0.0022631,0.0541942
753,adressa=6_ballot=4,6,1515,4,pichincha,511,511,511,511,0.0018802,0.3515003,0.5884833,1,1,1,0,101,102,102,0.0500419,13,0.2970654,0.5180555,0.0007979,0.0474291
754,adressa=6_ballot=4,6,1515,4,wandsworth,324,324,324,324,0.0035749,0.3148692,0.5511297,1,1,1,0,94,95,95,0.0503788,10,0.2605655,0.4768229,0.0007673,0.0552182
755,adressa=6_ballot=4,6,1515,4,bristol,576,576,561,561,0.0027168,0.3655588,0.5755648,1,1,0,0,115,116,116,0.0544672,16,0.3050744,0.519288,0.0017598,0.0371476
757,adressa=6_ballot=4,6,1515,4,oregon,324,324,324,324,0.0021136,0.3058377,0.4438935,1,1,1,0,94,95,95,0.0485534,10,0.2529866,0.3949166,0.0013538,0.0348054
758,adressa=6_ballot=4,6,1515,4,delhi,324,324,324,324,0.0016793,0.2379558,0.4494392,1,1,1,0,94,95,95,0.0367381,10,0.1979778,0.4009201,0.0006867,0.0342143
760,adressa=6_ballot=4,6,1515,4,gelderland,324,324,212,212,0.0069069,0.6288664,0.9201062,1,1,0,0,196,197,197,0.1004743,22,0.518978,0.8188553,0.0033737,0.0710772
761,adressa=6_ballot=4,6,1515,4,ankara,324,324,324,324,0.0114702,0.4874959,0.7386185,1,1,1,0,153,154,154,0.0835052,14,0.3851184,0.6505987,0.004977,0.0635925
762,adressa=6_ballot=4,6,1515,4,yangon,324,324,324,324,0.0020271,0.2318479,0.4414654,1,1,1,0,94,95,95,0.037892,10,0.190362,0.3906205,0.0008074,0.0368236
765,adressa=6_ballot=4,6,1515,4,vizcaya,324,324,324,324,0.0018166,0.2653036,0.4486257,1,1,1,0,94,95,95,0.0434114,10,0.2168552,0.3977318,0.0016109,0.0357743
766,adressa=6_ballot=4,6,1515,4,northamptonshire,576,576,561,561,0.0016837,0.3031498,0.5775358,1,1,0,0,115,116,116,0.0479664,16,0.2502896,0.5224957,0.0015494,0.0367146
768,adressa=6_ballot=4,6,1515,4,federacija bosna i hercegovina,324,324,324,324,0.0021252,0.3499342,0.515682,1,1,1,0,94,95,95,0.0579454,10,0.2877516,0.4524797,0.0007664,0.0465104
769,adressa=6_ballot=4,6,1515,4,maryland,576,576,561,561,0.002276,0.3553426,0.6656586,1,1,0,0,115,116,116,0.0542893,16,0.2964253,0.5876888,0.0012245,0.0557714
770,adressa=6_ballot=4,6,1515,4,denmark,324,324,324,324,0.0018452,0.2906139,0.4957542,1,1,1,0,94,95,95,0.0434351,10,0.2424998,0.4400592,0.0009022,0.039635
771,adressa=6_ballot=4,6,1515,4,laanemaa,812,812,723,723,0.002073,0.2574357,0.4537682,1,1,0,0,96,97,97,0.0374662,13,0.2161008,0.4074256,0.0008222,0.0313279
772,adressa=6_ballot=4,6,1515,4,distrito capital,576,576,561,561,0.0053942,0.2746813,0.5985398,1,1,0,0,115,116,116,0.0376897,16,0.2331446,0.5389998,0.0007759,0.0410426
773,adressa=6_ballot=4,6,1515,4,perth and kinross,511,511,511,511,0.0035336,0.4373004,0.5647409,1,1,1,0,101,102,102,0.0676573,13,0.3652447,0.4962785,0.0008467,0.0500153
774,adressa=6_ballot=4,6,1515,4,dolnoslaskie,324,324,324,324,0.0024768,0.311052,0.4945081,1,1,1,0,94,95,95,0.0481883,10,0.2581232,0.4375349,0.0008798,0.0404937
776,adressa=6_ballot=4,6,1515,4,zeeland,511,511,511,511,0.003385,0.3476601,0.5332042,1,1,1,0,101,102,102,0.0562463,13,0.2874449,0.4787572,0.0007403,0.0379389
777,adressa=6_ballot=4,6,1515,4,salzburg,812,812,723,723,0.0019125,0.2665096,0.4951524,1,1,0,0,96,97,97,0.0381889,13,0.2241878,0.4458851,0.0014529,0.0330469
778,adressa=6_ballot=4,6,1515,4,seoul teugbyeol-si,324,324,324,324,0.0019955,0.2518939,0.4750237,1,1,1,0,94,95,95,0.0433886,10,0.2047809,0.4273267,0.0008066,0.0326152
779,adressa=6_ballot=4,6,1515,4,hofudborgarsvaedi,511,511,511,511,0.0019446,0.3305088,0.5877378,1,1,1,0,101,102,102,0.0513053,13,0.274166,0.5281902,0.0008599,0.04021
787,adressa=7_ballot=4,7,2356,4,connecticut,811,811,809,809,0.0129624,4.1396936,6.1822018,1,1,0,0,757,758,758,0.6375266,74,3.4800456,5.4715796,0.0033508,0.5213547
792,adressa=7_ballot=4,7,2356,4,virginia,1036,1036,910,910,0.0104889,4.3107231,6.1660301,1,1,0,0,748,749,749,0.6675741,74,3.609193,5.4551934,0.0086685,0.5276054
794,adressa=7_ballot=4,7,2356,4,massachusetts,1046,1046,288,288,0.012828,1.2985004,2.0593202,1,1,0,0,268,269,269,0.2270853,29,1.0569003,1.7631579,0.0028256,0.2244396
795,adressa=7_ballot=4,7,2356,4,new hampshire,1426,1426,1411,1411,0.0038895,1.8145448,3.0331982,1,1,0,0,363,364,364,0.2775516,32,1.5253243,2.6966814,0.0032854,0.2453078
799,adressa=7_ballot=4,7,2356,4,rio grande do norte,811,811,809,809,0.013077,5.689806,8.8528309,1,1,0,0,1058,1059,1059,0.8715138,98,4.7740727,7.8167595,0.0104222,0.7764924
808,adressa=7_ballot=4,7,2356,4,georgia,1036,1036,924,924,0.0032897,1.7788192,3.1351517,1,1,0,0,376,377,377,0.267341,38,1.5010173,2.7741829,0.0029745,0.2705318
815,adressa=7_ballot=4,7,2356,4,faro,1036,1036,910,910,0.0127205,5.8360579,8.9895768,1,1,0,0,1146,1147,1147,0.8918709,116,4.9091926,7.9968434,0.0085495,0.7311382
823,adressa=7_ballot=4,7,2356,4,capital federal,1036,1036,924,924,0.0032655,1.6999421,3.195995,1,1,0,0,376,377,377,0.2696303,38,1.4192195,2.8452289,0.0029805,0.255301
824,adressa=7_ballot=4,7,2356,4,bruxelles-capitale,1046,1046,910,910,0.0032814,2.0320526,3.1883769,1,1,0,0,412,413,413,0.3054706,44,1.7144093,2.8396351,0.001397,0.2522125
826,adressa=7_ballot=4,7,2356,4,granada,1036,1036,924,924,0.0034259,1.7935415,3.1666566,1,1,0,0,376,377,377,0.2681548,38,1.5160842,2.79971,0.0014406,0.2736632
829,adressa=7_ballot=4,7,2356,4,valladolid,1036,1036,924,924,0.005072,2.0700225,2.8791242,1,1,0,0,376,377,377,0.3009783,38,1.7581747,2.5315067,0.001467,0.2640016
830,adressa=7_ballot=4,7,2356,4,worcestershire,1426,1426,1411,1411,0.0041333,1.7045923,3.0368067,1,1,0,0,363,364,364,0.2589928,32,1.4363829,2.6915875,0.0013858,0.2572852
833,adressa=7_ballot=4,7,2356,4,victoria,1036,1036,924,924,0.0072932,4.1525837,6.6673215,1,1,0,0,785,786,786,0.6184451,82,3.5112629,5.9333733,0.004177,0.5356524
836,adressa=7_ballot=4,7,2356,4,manila,1036,1036,288,288,0.0402883,1.9392282,2.0620948,1,1,0,0,354,355,355,0.4022797,29,1.4801481,1.7334025,0.0137196,0.2613103
